season,temp,atemp,windspeed,Month,count
1,9.02,9.85,22.0028,1,63
1,8.2,9.85,15.0013,1,67
1,8.2,9.85,16.9979,1,59
1,8.2,9.09,19.0012,1,73
1,8.2,9.85,16.9979,1,50
1,8.2,10.605,11.0014,1,72
1,8.2,10.605,11.0014,1,87
1,8.2,12.88,0.0,1,187
1,8.2,11.365,6.0032,1,123
1,6.56,9.85,6.0032,1,95
1,7.38,10.605,7.0015,1,51
1,7.38,9.85,8.9981,1,39
1,7.38,9.85,11.0014,1,36
1,7.38,9.85,11.0014,1,15
1,7.38,9.85,11.0014,1,25
1,7.38,10.605,6.0032,1,16
1,7.38,12.12,0.0,1,16
1,7.38,9.85,11.0014,1,7
1,7.38,9.85,11.0014,1,1
1,6.56,8.335,11.0014,1,5
1,6.56,8.335,11.0014,1,2
1,6.56,9.09,7.0015,1,9
1,6.56,9.09,7.0015,1,15
1,6.56,9.09,7.0015,1,20
1,7.38,9.85,11.0014,1,61
1,8.2,9.09,26.0027,1,62
1,8.2,9.09,23.9994,1,98
1,8.2,9.09,22.0028,1,102
1,8.2,8.335,32.9975,1,95
1,8.2,8.335,30.0026,1,74
1,7.38,6.82,30.0026,1,76
1,6.56,6.06,36.9974,1,69
1,5.74,6.06,19.9995,1,55
1,5.74,6.06,16.9979,1,30
1,4.92,6.06,16.9979,1,28
1,4.92,5.305,23.9994,1,37
1,4.92,5.305,26.0027,1,34
1,4.1,3.03,30.0026,1,22
1,4.1,3.79,26.0027,1,25
1,4.1,3.03,31.0009,1,12
1,4.1,3.03,31.0009,1,11
1,4.1,3.79,27.9993,1,4
1,3.28,4.545,12.998,1,1
1,3.28,4.545,12.998,1,1
1,4.1,4.545,19.0012,1,1
1,3.28,4.545,12.998,1,6
1,4.1,4.545,19.0012,1,10
1,4.92,3.79,35.0008,1,19
1,5.74,5.305,26.0027,1,49
1,6.56,6.06,35.0008,1,49
1,7.38,6.82,30.0026,1,83
1,8.2,8.335,30.0026,1,75
1,9.02,9.09,31.0009,1,72
1,9.02,9.85,23.9994,1,82
1,8.2,8.335,30.0026,1,92
1,7.38,7.575,26.0027,1,62
1,6.56,6.82,22.0028,1,48
1,6.56,6.82,22.0028,1,41
1,5.74,6.06,16.9979,1,38
1,5.74,5.305,27.9993,1,20
1,5.74,6.06,19.9995,1,15
1,4.92,6.82,12.998,1,6
1,4.92,6.06,19.0012,1,5
1,4.92,6.06,19.0012,1,1
1,4.92,6.06,15.0013,1,3
1,4.92,6.06,15.0013,1,1
1,4.1,6.06,8.9981,1,3
1,4.1,5.305,16.9979,1,3
1,4.92,6.06,19.0012,1,31
1,4.92,6.06,15.0013,1,77
1,4.92,6.06,19.0012,1,188
1,5.74,6.06,16.9979,1,94
1,5.74,6.06,19.9995,1,31
1,6.56,6.82,19.0012,1,30
1,8.2,9.09,19.0012,1,52
1,8.2,9.09,19.0012,1,54
1,8.2,9.85,15.0013,1,47
1,8.2,9.85,15.0013,1,45
1,8.2,10.605,8.9981,1,74
1,8.2,11.365,7.0015,1,178
1,8.2,9.85,15.0013,1,155
1,6.56,8.335,11.0014,1,95
1,6.56,8.335,11.0014,1,74
1,5.74,6.82,12.998,1,38
1,5.74,7.575,11.0014,1,24
1,5.74,7.575,11.0014,1,18
1,5.74,8.335,7.0015,1,12
1,5.74,7.575,11.0014,1,3
1,6.56,7.575,12.998,1,3
1,6.56,9.09,8.9981,1,6
1,6.56,9.09,8.9981,1,27
1,6.56,11.365,0.0,1,99
1,7.38,10.605,6.0032,1,217
1,7.38,9.85,11.0014,1,130
1,8.2,10.605,11.0014,1,54
1,8.2,10.605,8.9981,1,35
1,8.2,11.365,7.0015,1,57
1,8.2,11.365,6.0032,1,52
1,8.2,11.365,6.0032,1,63
1,6.56,9.85,6.0032,1,47
1,6.56,7.575,15.0013,1,76
1,6.56,7.575,15.0013,1,136
1,6.56,9.09,7.0015,1,95
1,6.56,11.365,0.0,1,51
1,6.56,7.575,12.998,1,32
1,6.56,9.85,6.0032,1,20
1,6.56,9.09,7.0015,1,29
1,6.56,9.85,6.0032,1,19
1,6.56,9.85,6.0032,1,7
1,6.56,9.09,7.0015,1,6
1,5.74,7.575,8.9981,1,1
1,5.74,7.575,11.0014,1,5
1,4.92,7.575,8.9981,1,16
1,5.74,7.575,8.9981,1,54
1,6.56,8.335,11.0014,1,128
1,6.56,6.82,22.0028,1,81
1,7.38,9.09,15.0013,1,39
1,8.2,9.09,26.0027,1,35
1,8.2,7.575,39.0007,1,55
1,9.02,9.85,23.9994,1,49
1,8.2,9.09,22.0028,1,44
1,8.2,8.335,27.9993,1,49
1,9.02,9.85,22.0028,1,68
1,8.2,9.09,23.9994,1,139
1,8.2,7.575,35.0008,1,137
1,7.38,7.575,27.9993,1,83
1,6.56,6.82,22.0028,1,56
1,6.56,6.82,22.0028,1,57
1,6.56,6.06,30.0026,1,33
1,5.74,5.305,27.9993,1,20
1,5.74,6.06,19.0012,1,7
1,5.74,6.06,19.0012,1,2
1,5.74,6.06,23.9994,1,2
1,5.74,6.06,22.0028,1,3
1,5.74,6.06,16.9979,1,4
1,5.74,6.06,19.9995,1,3
1,4.92,7.575,8.9981,1,28
1,4.92,7.575,8.9981,1,72
1,5.74,6.82,12.998,1,202
1,5.74,6.06,22.0028,1,139
1,6.56,6.82,23.9994,1,38
1,8.2,8.335,30.0026,1,37
1,8.2,8.335,27.9993,1,52
1,9.02,9.85,30.0026,1,83
1,9.02,9.85,26.0027,1,42
1,9.84,10.605,19.9995,1,60
1,9.84,10.605,23.9994,1,78
1,8.2,9.09,19.0012,1,162
1,8.2,9.09,22.0028,1,144
1,6.56,7.575,16.9979,1,99
1,6.56,7.575,15.0013,1,64
1,5.74,6.06,19.9995,1,40
1,5.74,6.06,22.0028,1,30
1,4.92,6.82,12.998,1,15
1,4.92,6.82,12.998,1,14
1,4.1,6.06,11.0014,1,5
1,4.1,6.06,8.9981,1,1
1,4.1,6.82,7.0015,1,1
1,4.1,6.82,6.0032,1,8
1,4.1,9.09,0.0,1,17
1,4.1,6.06,11.0014,1,70
1,4.92,8.335,0.0,1,158
1,5.74,7.575,8.9981,1,117
1,7.38,9.09,12.998,1,44
1,7.38,8.335,19.0012,1,53
1,8.2,9.85,16.9979,1,61
1,9.02,9.85,26.0027,1,77
1,9.02,10.605,19.0012,1,64
1,9.84,12.12,11.0014,1,68
1,9.02,12.12,7.0015,1,90
1,9.02,11.365,11.0014,1,159
1,8.2,12.88,0.0,1,139
1,6.56,9.85,6.0032,1,92
1,7.38,12.12,0.0,1,68
1,6.56,11.365,0.0,1,52
1,6.56,11.365,0.0,1,36
1,7.38,12.12,0.0,1,27
1,7.38,12.12,0.0,1,28
1,6.56,9.85,6.0032,1,20
1,6.56,9.85,6.0032,1,12
1,6.56,11.365,0.0,1,8
1,6.56,11.365,0.0,1,5
1,6.56,11.365,0.0,1,1
1,5.74,8.335,7.0015,1,3
1,5.74,10.605,0.0,1,10
1,5.74,7.575,8.9981,1,23
1,6.56,9.09,8.9981,1,33
1,7.38,9.85,11.0014,1,59
1,8.2,9.85,15.0013,1,72
1,9.84,11.365,15.0013,1,89
1,11.48,12.88,19.9995,1,101
1,12.3,14.395,19.0012,1,118
1,13.12,15.91,12.998,1,129
1,13.94,16.665,12.998,1,128
1,13.12,15.15,19.0012,1,83
1,12.3,14.395,16.9979,1,84
1,13.12,15.15,16.9979,1,74
1,13.12,15.15,16.9979,1,41
1,13.12,15.15,15.0013,1,57
1,12.3,15.91,7.0015,1,26
1,12.3,14.395,19.0012,1,44
1,10.66,15.15,0.0,1,39
1,10.66,13.635,8.9981,1,23
1,10.66,14.395,6.0032,1,16
1,9.02,13.635,0.0,1,15
1,10.66,12.88,11.0014,1,1
1,10.66,12.88,11.0014,1,2
1,10.66,12.88,11.0014,1,1
1,9.84,10.605,19.9995,1,3
1,9.02,10.605,19.0012,1,18
1,9.02,10.605,16.9979,1,32
1,9.02,10.605,19.0012,1,79
1,9.84,11.365,16.9979,1,93
1,9.84,10.605,19.0012,1,104
1,10.66,11.365,19.9995,1,118
1,11.48,13.635,16.9979,1,91
1,10.66,12.12,16.9979,1,113
1,9.84,11.365,15.0013,1,99
1,9.02,10.605,16.9979,1,105
1,8.2,10.605,11.0014,1,67
1,7.38,9.85,8.9981,1,61
1,7.38,9.85,11.0014,1,57
1,7.38,9.85,11.0014,1,28
1,8.2,10.605,8.9981,1,21
1,8.2,11.365,7.0015,1,18
1,8.2,9.85,15.0013,1,17
1,8.2,9.85,12.998,1,16
1,7.38,8.335,16.9979,1,8
1,7.38,9.09,12.998,1,2
1,7.38,9.85,8.9981,1,3
1,7.38,9.85,11.0014,1,1
1,7.38,9.09,12.998,1,5
1,6.56,9.09,8.9981,1,13
1,6.56,7.575,15.0013,1,33
1,6.56,7.575,15.0013,1,47
1,6.56,7.575,16.9979,1,57
1,6.56,7.575,12.998,1,64
1,7.38,9.85,8.9981,1,80
1,7.38,9.85,8.9981,1,93
1,7.38,10.605,7.0015,1,86
1,8.2,10.605,11.0014,1,93
1,8.2,10.605,11.0014,1,82
1,8.2,9.85,12.998,1,71
1,7.38,8.335,16.9979,1,92
1,7.38,9.09,12.998,1,60
1,6.56,7.575,12.998,1,33
1,6.56,7.575,12.998,1,27
1,5.74,6.06,16.9979,1,13
1,6.56,6.82,19.0012,1,4
1,8.2,9.09,22.0028,1,3
1,8.2,9.85,15.0013,1,22
1,9.02,11.365,11.0014,1,28
1,9.02,11.365,11.0014,1,35
1,9.02,11.365,12.998,1,61
1,9.02,11.365,12.998,1,125
1,9.02,11.365,11.0014,1,133
1,9.02,11.365,8.9981,1,99
1,9.02,13.635,0.0,1,83
1,9.02,12.12,7.0015,1,41
1,9.02,12.88,6.0032,1,33
1,9.02,13.635,0.0,1,20
1,9.02,13.635,0.0,1,3
1,9.02,11.365,8.9981,1,7
1,9.02,11.365,8.9981,1,3
1,9.02,11.365,8.9981,1,2
1,9.02,12.88,6.0032,1,7
1,9.02,12.88,6.0032,1,32
1,9.84,12.88,7.0015,1,90
1,9.84,12.88,7.0015,1,197
1,9.84,12.88,7.0015,1,109
1,10.66,13.635,8.9981,1,47
1,11.48,15.15,6.0032,1,52
1,12.3,15.91,6.0032,1,70
1,16.4,20.455,19.0012,1,78
1,16.4,20.455,16.9979,1,75
1,16.4,20.455,19.0012,1,82
1,15.58,19.695,26.0027,1,104
1,14.76,16.665,22.0028,1,197
1,13.94,15.91,19.0012,1,161
1,13.12,14.395,27.9993,1,112
1,13.12,15.15,19.9995,1,76
1,13.12,14.395,27.9993,1,59
1,12.3,15.15,11.0014,1,59
1,12.3,13.635,31.0009,1,28
1,6.56,9.09,7.0015,2,8
1,6.56,9.09,7.0015,2,3
1,6.56,11.365,0.0,2,2
1,6.56,11.365,0.0,2,2
1,5.74,10.605,0.0,2,3
1,5.74,10.605,0.0,2,22
1,6.56,11.365,0.0,2,52
1,6.56,11.365,0.0,2,135
1,6.56,11.365,0.0,2,116
1,6.56,11.365,0.0,2,47
1,7.38,12.12,0.0,2,51
1,8.2,12.88,0.0,2,55
1,8.2,12.88,0.0,2,52
1,9.02,12.88,6.0032,2,54
1,9.84,14.395,0.0,2,52
1,9.84,12.12,8.9981,2,64
1,9.84,14.395,0.0,2,176
1,9.84,12.88,7.0015,2,168
1,9.84,12.12,8.9981,2,108
1,9.02,11.365,8.9981,2,74
1,9.02,11.365,8.9981,2,64
1,9.02,12.88,6.0032,2,36
1,8.2,9.85,12.998,2,16
1,9.02,12.12,7.0015,2,2
1,9.02,11.365,12.998,2,3
1,9.02,11.365,8.9981,2,4
1,9.02,11.365,8.9981,2,1
1,9.02,10.605,19.0012,2,1
1,9.02,12.12,7.0015,2,3
1,9.02,12.12,7.0015,2,18
1,9.02,10.605,15.0013,2,49
1,9.02,10.605,15.0013,2,155
1,9.84,12.88,6.0032,2,123
1,9.02,13.635,0.0,2,61
1,9.84,11.365,12.998,2,52
1,9.84,11.365,15.0013,2,64
1,13.94,16.665,11.0014,2,75
1,15.58,19.695,26.0027,2,63
1,15.58,19.695,22.0028,2,76
1,14.76,16.665,19.9995,2,103
1,14.76,15.91,35.0008,2,190
1,13.94,14.395,36.9974,2,182
1,11.48,12.12,32.9975,2,91
1,9.84,9.85,36.9974,2,75
1,9.02,9.85,22.0028,2,63
1,9.02,10.605,16.9979,2,40
1,8.2,8.335,30.0026,2,32
1,8.2,8.335,30.0026,2,12
1,8.2,7.575,35.0008,2,5
1,7.38,8.335,16.9979,2,2
1,7.38,8.335,16.9979,2,1
1,6.56,6.82,19.9995,2,2
1,6.56,6.82,23.9994,2,39
1,5.74,6.06,22.0028,2,87
1,5.74,6.06,23.9994,2,188
1,6.56,6.82,19.9995,2,133
1,7.38,7.575,22.0028,2,52
1,7.38,6.82,30.0026,2,64
1,8.2,9.09,23.9994,2,69
1,8.2,8.335,27.9993,2,51
1,9.02,9.85,26.0027,2,47
1,9.02,9.85,22.0028,2,60
1,9.02,10.605,16.9979,2,78
1,8.2,9.85,12.998,2,175
1,8.2,10.605,11.0014,2,147
1,8.2,12.88,0.0,2,96
1,8.2,11.365,6.0032,2,109
1,7.38,10.605,7.0015,2,54
1,7.38,10.605,6.0032,2,41
1,8.2,11.365,7.0015,2,38
1,8.2,12.88,0.0,2,13
1,6.56,11.365,0.0,2,7
1,5.74,8.335,7.0015,2,1
1,5.74,8.335,7.0015,2,1
1,5.74,7.575,8.9981,2,7
1,6.56,11.365,0.0,2,28
1,5.74,10.605,0.0,2,87
1,5.74,7.575,8.9981,2,220
1,6.56,9.09,8.9981,2,127
1,8.2,10.605,8.9981,2,51
1,9.02,11.365,11.0014,2,64
1,9.84,12.12,11.0014,2,86
1,10.66,12.88,15.0013,2,82
1,11.48,13.635,11.0014,2,91
1,11.48,13.635,16.9979,2,90
1,12.3,14.395,15.0013,2,99
1,10.66,13.635,8.9981,2,205
1,9.84,12.88,7.0015,2,155
1,9.84,12.12,8.9981,2,103
1,9.84,12.12,11.0014,2,71
1,9.84,12.12,11.0014,2,43
1,9.84,12.12,11.0014,2,46
1,9.84,12.12,8.9981,2,31
1,9.84,12.12,11.0014,2,39
1,9.84,12.12,11.0014,2,18
1,9.84,12.12,11.0014,2,17
1,9.84,12.12,11.0014,2,11
1,9.02,11.365,8.9981,2,8
1,8.2,11.365,6.0032,2,9
1,8.2,12.88,0.0,2,4
1,9.02,12.88,6.0032,2,4
1,8.2,11.365,6.0032,2,10
1,8.2,11.365,6.0032,2,20
1,8.2,10.605,8.9981,2,34
1,9.02,11.365,8.9981,2,47
1,9.02,11.365,11.0014,2,52
1,9.02,11.365,11.0014,2,72
1,9.02,13.635,0.0,2,55
1,9.02,13.635,0.0,2,60
1,9.02,11.365,8.9981,2,71
1,9.84,10.605,19.0012,2,78
1,11.48,12.12,30.0026,2,83
1,11.48,12.12,30.0026,2,84
1,12.3,14.395,16.9979,2,69
1,10.66,12.88,12.998,2,56
1,10.66,13.635,8.9981,2,45
1,10.66,12.88,15.0013,2,59
1,10.66,12.88,12.998,2,39
1,10.66,11.365,27.9993,2,44
1,10.66,11.365,22.0028,2,20
1,10.66,14.395,6.0032,2,13
1,10.66,11.365,23.9994,2,2
1,10.66,12.88,15.0013,2,1
1,10.66,12.88,15.0013,2,1
1,9.84,12.12,11.0014,2,8
1,9.84,12.88,7.0015,2,23
1,11.48,14.395,7.0015,2,45
1,12.3,14.395,16.9979,2,89
1,13.12,15.15,16.9979,2,117
1,13.94,16.665,0.0,2,174
1,13.94,18.18,0.0,2,182
1,13.94,17.425,6.0032,2,161
1,13.94,17.425,6.0032,2,182
1,13.94,17.425,7.0015,2,157
1,13.94,18.18,0.0,2,121
1,12.3,15.15,11.0014,2,78
1,11.48,14.395,8.9981,2,21
1,11.48,14.395,7.0015,2,26
1,10.66,15.15,0.0,2,27
1,10.66,15.15,0.0,2,62
1,9.84,14.395,0.0,2,30
1,9.84,14.395,0.0,2,15
1,9.02,13.635,0.0,2,5
1,8.2,12.88,0.0,2,3
1,8.2,12.88,0.0,2,1
1,8.2,12.88,0.0,2,2
1,8.2,12.88,0.0,2,10
1,7.38,12.12,0.0,2,30
1,7.38,12.12,0.0,2,95
1,6.56,11.365,0.0,2,230
1,9.02,13.635,0.0,2,118
1,9.84,12.88,7.0015,2,55
1,12.3,15.91,6.0032,2,47
1,13.12,17.425,0.0,2,66
1,14.76,18.18,6.0032,2,64
1,14.76,18.18,6.0032,2,60
1,15.58,19.695,6.0032,2,50
1,14.76,17.425,8.9981,2,114
1,13.12,15.91,11.0014,2,216
1,13.94,16.665,8.9981,2,175
1,13.12,17.425,0.0,2,128
1,13.12,16.665,7.0015,2,88
1,13.12,17.425,0.0,2,78
1,11.48,15.15,6.0032,2,37
1,12.3,16.665,0.0,2,25
1,11.48,15.91,0.0,2,10
1,11.48,15.91,0.0,2,4
1,10.66,13.635,7.0015,2,2
1,11.48,13.635,11.0014,2,1
1,10.66,12.88,11.0014,2,3
1,10.66,11.365,22.0028,2,2
1,10.66,11.365,22.0028,2,39
1,9.84,9.85,27.9993,2,100
1,9.84,9.85,32.9975,2,243
1,9.84,9.85,32.9975,2,135
1,9.02,9.09,36.9974,2,48
1,9.02,9.09,31.0009,2,50
1,9.84,9.85,32.9975,2,65
1,9.84,9.85,30.0026,2,50
1,9.02,9.85,27.9993,2,64
1,9.02,9.85,26.0027,2,51
1,9.02,9.09,35.0008,2,83
1,9.02,9.09,39.0007,2,176
1,8.2,9.09,26.0027,2,152
1,6.56,6.06,31.0009,2,101
1,6.56,6.82,22.0028,2,56
1,5.74,5.305,31.0009,2,54
1,4.92,5.305,23.9994,2,29
1,4.92,5.305,22.0028,2,12
1,4.1,3.79,23.9994,2,17
1,4.1,5.305,15.0013,2,7
1,3.28,3.79,19.0012,2,3
1,2.46,3.79,8.9981,2,2
1,2.46,5.305,7.0015,2,7
1,2.46,7.575,0.0,2,43
1,2.46,5.305,7.0015,2,99
1,4.1,6.82,0.0,2,199
1,4.92,6.82,11.0014,2,123
1,5.74,9.09,0.0,2,59
1,5.74,7.575,11.0014,2,41
1,7.38,9.09,15.0013,2,61
1,7.38,8.335,16.9979,2,69
1,8.2,9.09,19.9995,2,58
1,8.2,9.09,19.0012,2,64
1,8.2,9.85,16.9979,2,79
1,8.2,9.85,16.9979,2,166
1,7.38,8.335,19.9995,2,170
1,5.74,6.06,16.9979,2,88
1,5.74,7.575,11.0014,2,84
1,5.74,7.575,11.0014,2,83
1,6.56,8.335,11.0014,2,46
1,6.56,7.575,12.998,2,37
1,5.74,6.82,12.998,2,16
1,5.74,7.575,8.9981,2,7
1,5.74,7.575,8.9981,2,3
1,5.74,6.82,15.0013,2,1
1,4.92,6.06,15.0013,2,6
1,4.92,6.06,19.0012,2,26
1,4.1,3.79,27.9993,2,99
1,4.1,3.79,22.0028,2,178
1,4.92,5.305,23.9994,2,122
1,4.92,5.305,19.9995,2,35
1,5.74,6.06,23.9994,2,45
1,6.56,6.82,26.0027,2,69
1,7.38,8.335,19.9995,2,62
1,8.2,9.09,19.0012,2,48
1,8.2,9.85,16.9979,2,50
1,8.2,9.09,19.9995,2,80
1,7.38,9.09,12.998,2,165
1,6.56,9.09,8.9981,2,160
1,5.74,8.335,7.0015,2,112
1,5.74,9.09,6.0032,2,97
1,5.74,10.605,0.0,2,72
1,4.92,9.85,0.0,2,51
1,4.92,7.575,7.0015,2,34
1,4.1,6.82,7.0015,2,14
1,4.1,6.82,6.0032,2,7
1,4.1,6.82,6.0032,2,3
1,3.28,6.06,6.0032,2,4
1,4.1,9.09,0.0,2,24
1,3.28,8.335,0.0,2,74
1,4.1,6.06,11.0014,2,216
1,4.92,6.06,15.0013,2,140
1,5.74,6.82,12.998,2,44
1,9.02,11.365,8.9981,2,64
1,9.02,11.365,8.9981,2,71
1,9.84,11.365,12.998,2,110
1,12.3,14.395,16.9979,2,84
1,13.12,15.91,11.0014,2,74
1,12.3,14.395,12.998,2,125
1,12.3,16.665,0.0,2,211
1,11.48,15.91,0.0,2,174
1,10.66,15.15,0.0,2,101
1,9.02,11.365,8.9981,2,63
1,8.2,10.605,8.9981,2,47
1,8.2,11.365,6.0032,2,43
1,7.38,12.12,0.0,2,53
1,6.56,9.85,6.0032,2,30
1,5.74,10.605,0.0,2,24
1,5.74,10.605,0.0,2,15
1,4.92,9.85,0.0,2,10
1,4.92,8.335,6.0032,2,4
1,4.92,8.335,6.0032,2,1
1,4.92,6.82,12.998,2,2
1,4.92,7.575,7.0015,2,11
1,5.74,7.575,8.9981,2,30
1,6.56,9.09,8.9981,2,43
1,9.02,10.605,16.9979,2,84
1,12.3,13.635,22.0028,2,114
1,12.3,13.635,31.0009,2,120
1,12.3,13.635,27.9993,2,135
1,13.94,15.91,19.0012,2,120
1,13.94,15.15,27.9993,2,174
1,13.94,15.15,27.9993,2,145
1,13.12,14.395,35.0008,2,137
1,11.48,12.88,22.0028,2,64
1,11.48,13.635,11.0014,2,41
1,10.66,12.88,15.0013,2,40
1,10.66,15.15,0.0,2,51
1,9.84,12.88,6.0032,2,45
1,9.02,11.365,8.9981,2,32
1,8.2,11.365,7.0015,2,39
1,8.2,11.365,6.0032,2,24
1,8.2,11.365,6.0032,2,20
1,8.2,11.365,7.0015,2,12
1,8.2,10.605,11.0014,2,2
1,8.2,10.605,8.9981,2,5
1,9.02,13.635,0.0,2,3
1,9.02,11.365,12.998,2,12
1,9.84,11.365,15.0013,2,47
1,12.3,13.635,22.0028,2,105
1,13.12,14.395,30.0026,2,112
1,14.76,15.91,31.0009,2,152
1,15.58,19.695,23.9994,2,154
1,16.4,20.455,27.9993,2,161
1,16.4,20.455,19.9995,2,162
1,17.22,21.21,22.0028,2,134
1,17.22,21.21,22.0028,2,125
1,16.4,20.455,19.9995,2,95
1,16.4,20.455,19.0012,2,61
1,16.4,20.455,22.0028,2,47
1,16.4,20.455,23.9994,2,51
1,16.4,20.455,19.9995,2,36
1,16.4,20.455,23.9994,2,30
1,15.58,19.695,23.9994,2,11
1,15.58,19.695,23.9994,2,7
1,14.76,16.665,19.9995,2,2
1,13.94,15.91,15.0013,2,2
1,13.12,15.15,19.0012,2,2
1,13.12,15.15,19.0012,2,3
1,13.94,15.15,19.9995,2,26
1,13.94,15.15,19.9995,2,98
